,Orderid,Orderdatetime,Saleamount,Newcustomer,Position,Positiondatetime,Groupname,Networkname,Networkid,Brand,Positionname,DaysToConvert
2740,11669818,5/8/12 20:03,143.75,Y,5,5/8/12 19:36,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
2741,11669818,5/8/12 20:03,143.75,Y,4,5/8/12 18:31,CPM,Acerno,acerno,N,ROSTER,0
2742,11669818,5/8/12 20:03,143.75,Y,3,5/8/12 15:19,CPM,Acerno,acerno,N,ROSTER,0
2743,11669818,5/8/12 20:03,143.75,Y,2,5/8/12 15:19,CPM,Acerno,acerno,N,ROSTER,0
2744,11669818,5/8/12 20:03,143.75,Y,1,5/8/12 13:07,CPM,Turn,N69045968,N,ROSTER,0
2745,11669818,5/8/12 20:03,143.75,Y,0,5/8/12 0:51,CPM,Acerno,acerno,N,ORIGINATOR,0
2746,11669846,5/8/12 20:14,202.2,Y,2,5/8/12 20:11,CJ,Commission Junction,cj22,N,CONVERTER,0
2747,11669846,5/8/12 20:14,202.2,Y,1,5/8/12 20:06,CPM,24/7 Real Media [old],247,N,ASSIST,0
2748,11669846,5/8/12 20:14,202.2,Y,0,5/8/12 20:02,CJ,Commission Junction,cj22,N,ORIGINATOR,0
2749,11669922,5/8/12 21:40,339.95,Y,3,5/8/12 20:38,CJ,Commission Junction,cj22,N,CONVERTER,0
2750,11669922,5/8/12 21:40,339.95,Y,2,5/8/12 20:19,CPM,Armonix,nar7467,N,ASSIST,0
2751,11669922,5/8/12 21:40,339.95,Y,1,5/8/12 20:19,CPM,Armonix,nar7467,N,ROSTER,0
2752,11669922,5/8/12 21:40,339.95,Y,0,5/8/12 3:24,CPM,Armonix,nar7467,N,ORIGINATOR,0
2753,11669979,5/8/12 21:12,330,Y,1,5/8/12 20:27,CJ,Commission Junction,cj22,N,CONVERTER,0
2754,11669979,5/8/12 21:12,330,Y,0,5/8/12 15:22,SEARCH GOOGLE NON-BRAND,Google:  Competitors > Nutrisystem > nutrisystem,3046,N,ORIGINATOR,0
2755,11669991,5/8/12 21:06,280.89,N,7,5/8/12 20:41,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2756,11669991,5/8/12 21:06,280.89,N,6,3/27/12 16:03,CPM,Mediawhiz,n62974792,N,ASSIST,41
2757,11669991,5/8/12 21:06,280.89,N,5,3/27/12 16:03,CPM,Mediawhiz,n62974792,N,ROSTER,41
2758,11669991,5/8/12 21:06,280.89,N,4,3/27/12 14:14,CPM,Mediawhiz,n62974792,N,ROSTER,41
2759,11669991,5/8/12 21:06,280.89,N,3,3/26/12 15:09,CPM,Armonix,nar7467,N,ROSTER,42
2760,11669991,5/8/12 21:06,280.89,N,2,3/23/12 0:37,CPM,Armonix,nar7467,N,ROSTER,45
2761,11669991,5/8/12 21:06,280.89,N,1,3/21/12 16:12,CPM,Armonix,nar7467,N,ROSTER,47
2762,11669991,5/8/12 21:06,280.89,N,0,3/20/12 21:15,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,48
2763,11670017,5/8/12 21:23,264,N,3,5/8/12 21:12,CJ,Commission Junction,cj22,N,CONVERTER,0
2764,11670017,5/8/12 21:23,264,N,2,5/6/12 20:32,CPM,Accordant,n6899541,N,ASSIST,2
2765,11670017,5/8/12 21:23,264,N,1,5/6/12 20:31,CPM,Accordant,n6899541,N,ROSTER,2
2766,11670017,5/8/12 21:23,264,N,0,5/6/12 20:28,CPM,Accordant,n6899541,N,ORIGINATOR,2
2777,11670052,5/8/12 21:42,354.95,Y,1,5/8/12 21:09,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2778,11670052,5/8/12 21:42,354.95,Y,0,5/8/12 3:11,CPM,Mediawhiz,n62974792,N,ORIGINATOR,0
2779,11670104,5/8/12 22:00,330,Y,3,5/8/12 21:00,CPM,Mediawhiz,n62974792,N,CONVERTER,0
2780,11670104,5/8/12 22:00,330,Y,2,5/8/12 20:57,CPM,Armonix,nar7467,N,ASSIST,0
2781,11670104,5/8/12 22:00,330,Y,1,5/8/12 20:05,CPM,Armonix,nar7467,N,ROSTER,0
2782,11670104,5/8/12 22:00,330,Y,0,5/8/12 18:50,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
2783,11670106,5/8/12 22:03,264,Y,4,5/8/12 4:25,CPM,Armonix,nar7467,N,CONVERTER,0
2784,11670106,5/8/12 22:03,264,Y,3,5/8/12 4:25,CPM,Armonix,nar7467,N,ASSIST,0
2785,11670106,5/8/12 22:03,264,Y,2,5/8/12 4:25,CPM,Armonix,nar7467,N,ROSTER,0
2786,11670106,5/8/12 22:03,264,Y,1,5/8/12 3:05,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,0
2787,11670106,5/8/12 22:03,264,Y,0,5/8/12 3:04,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
2788,11670107,5/8/12 22:01,264,Y,1,5/8/12 21:45,PRINT - MAGAZINES,Medifastus.com,medifastus.com,N,CONVERTER,0
2789,11670107,5/8/12 22:01,264,Y,0,5/8/12 2:15,CPM,Armonix,nar7467,N,ORIGINATOR,0
2798,11670181,5/8/12 22:36,177.01,N,9,5/8/12 22:23,CPM,Mediawhiz,n62974792,N,CONVERTER,0
2799,11670181,5/8/12 22:36,177.01,N,8,5/8/12 22:23,CPM,Mediawhiz,n62974792,N,ASSIST,0
2800,11670181,5/8/12 22:36,177.01,N,7,5/8/12 22:22,CPM,Mediawhiz,n62974792,N,ROSTER,0
2801,11670181,5/8/12 22:36,177.01,N,6,5/8/12 21:06,CPM,Armonix,nar7467,N,ROSTER,0
2802,11670181,5/8/12 22:36,177.01,N,5,4/28/12 0:38,CPM,Mediawhiz,n62974792,N,ROSTER,10
2803,11670181,5/8/12 22:36,177.01,N,4,4/28/12 0:38,CPM,Mediawhiz,n62974792,N,ROSTER,10
2804,11670181,5/8/12 22:36,177.01,N,3,4/27/12 0:10,CPM,Mediawhiz,n62974792,N,ROSTER,11
2805,11670181,5/8/12 22:36,177.01,N,2,4/25/12 16:56,CPM,24/7 Real Media [old],247,N,ROSTER,13
2806,11670181,5/8/12 22:36,177.01,N,1,4/24/12 22:49,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,14
2807,11670181,5/8/12 22:36,177.01,N,0,4/23/12 21:44,CPM,Mediawhiz,n62974792,N,ORIGINATOR,15
2808,11670230,5/8/12 22:58,466.48,Y,2,5/8/12 22:24,CPM,24/7 Real Media [old],247,N,CONVERTER,0
2809,11670230,5/8/12 22:58,466.48,Y,1,5/8/12 22:24,CPM,Mediawhiz,n62974792,N,ASSIST,0
2810,11670230,5/8/12 22:58,466.48,Y,0,5/8/12 22:24,CPM,24/7 Real Media [old],247,N,ORIGINATOR,0
2811,11670252,5/8/12 23:14,364.9,Y,1,5/8/12 22:47,CJ,Commission Junction,cj22,N,CONVERTER,0
2812,11670252,5/8/12 23:14,364.9,Y,0,5/8/12 21:50,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
2813,11670283,5/8/12 23:28,161.86,N,9,5/8/12 22:36,CPM,Acerno,acerno,N,CONVERTER,0
2814,11670283,5/8/12 23:28,161.86,N,8,5/8/12 22:36,CPM,Acerno,acerno,N,ASSIST,0
2815,11670283,5/8/12 23:28,161.86,N,7,5/8/12 22:36,CPM,Acerno,acerno,N,ROSTER,0
2816,11670283,5/8/12 23:28,161.86,N,6,5/8/12 14:46,CPM,Armonix,nar7467,N,ROSTER,0
2817,11670283,5/8/12 23:28,161.86,N,5,5/8/12 14:46,CPM,Armonix,nar7467,N,ROSTER,0
2818,11670283,5/8/12 23:28,161.86,N,4,5/8/12 14:43,CPM,Mediawhiz,n62974792,N,ROSTER,0
2819,11670283,5/8/12 23:28,161.86,N,3,5/8/12 14:43,CPM,Accordant,n6899541,N,ROSTER,0
2820,11670283,5/8/12 23:28,161.86,N,2,5/8/12 14:43,CPM,Accordant,n6899541,N,ROSTER,0
2821,11670283,5/8/12 23:28,161.86,N,1,5/8/12 14:41,CPM,Accordant,n6899541,N,ROSTER,0
2822,11670283,5/8/12 23:28,161.86,N,0,5/7/12 14:04,CPM,Armonix,nar7467,N,ORIGINATOR,1
2823,11670289,5/8/12 23:20,59.73,N,5,5/8/12 13:59,CPM,Accordant,n6899541,N,CONVERTER,0
2824,11670289,5/8/12 23:20,59.73,N,4,5/8/12 13:59,CPM,Accordant,n6899541,N,ASSIST,0
2825,11670289,5/8/12 23:20,59.73,N,2,5/8/12 13:58,CPM,Accordant,n6899541,N,ROSTER,0
2826,11670289,5/8/12 23:20,59.73,N,3,5/8/12 13:58,CPM,Mediawhiz,n62974792,N,ROSTER,0
2827,11670289,5/8/12 23:20,59.73,N,1,5/8/12 13:58,CPM,Accordant,n6899541,N,ROSTER,0
2828,11670289,5/8/12 23:20,59.73,N,0,5/8/12 0:45,CPM,Mediawhiz,n62974792,N,ORIGINATOR,0
2836,11670297,5/8/12 23:59,334.43,Y,3,5/8/12 23:36,CPM,24/7 Real Media [old],247,N,CONVERTER,0
2837,11670297,5/8/12 23:59,334.43,Y,2,5/8/12 23:27,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
2838,11670297,5/8/12 23:59,334.43,Y,1,5/8/12 23:27,CJ,Commission Junction,cj22,N,ROSTER,0
2839,11670297,5/8/12 23:59,334.43,Y,0,5/8/12 14:53,CJ,Commission Junction,cj22,N,ORIGINATOR,0
2847,11670310,5/8/12 23:30,175.55,N,1,5/8/12 22:20,CPM,Adroll - adr,adr,N,CONVERTER,0
2848,11670310,5/8/12 23:30,175.55,N,0,3/29/12 19:46,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,39
2856,11670591,5/9/12 1:10,252.15,Y,3,5/9/12 0:54,CJ,Commission Junction,cj22,N,CONVERTER,0
2857,11670591,5/9/12 1:10,252.15,Y,2,5/9/12 0:53,CJ,Commission Junction,cj22,N,ASSIST,0
2858,11670591,5/9/12 1:10,252.15,Y,1,5/9/12 0:53,CJ,Commission Junction,cj22,N,ROSTER,0
2859,11670591,5/9/12 1:10,252.15,Y,0,5/9/12 0:43,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
2864,11670626,5/9/12 1:29,130.57,Y,2,5/7/12 3:10,CPM,Acerno,acerno,N,CONVERTER,2
2865,11670626,5/9/12 1:29,130.57,Y,1,5/7/12 1:52,CPM,Adroll - adr,adr,N,ASSIST,2
2866,11670626,5/9/12 1:29,130.57,Y,0,5/6/12 22:19,CPM,Mediawhiz,n62974792,N,ORIGINATOR,3
2867,11670662,5/9/12 1:45,330,Y,5,5/9/12 1:34,CJ,Commission Junction,cj22,N,CONVERTER,0
2868,11670662,5/9/12 1:45,330,Y,4,5/9/12 1:25,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ASSIST,0
2869,11670662,5/9/12 1:45,330,Y,3,5/9/12 1:22,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
2870,11670662,5/9/12 1:45,330,Y,2,5/9/12 1:20,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
2871,11670662,5/9/12 1:45,330,Y,1,5/9/12 1:20,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
2872,11670662,5/9/12 1:45,330,Y,0,5/9/12 0:51,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
2873,11670663,5/9/12 1:42,327.07,Y,3,5/9/12 1:29,CPM,Mediawhiz,n62974792,N,CONVERTER,0
2874,11670663,5/9/12 1:42,327.07,Y,2,5/9/12 1:28,CPM,Armonix,nar7467,N,ASSIST,0
2875,11670663,5/9/12 1:42,327.07,Y,1,5/9/12 1:27,CPM,Armonix,nar7467,N,ROSTER,0
2876,11670663,5/9/12 1:42,327.07,Y,0,5/9/12 1:27,CPM,Armonix,nar7467,N,ORIGINATOR,0
2877,11670726,5/9/12 2:13,336.75,Y,1,5/9/12 2:01,CJ,Commission Junction,cj22,N,CONVERTER,0
2878,11670726,5/9/12 2:13,336.75,Y,0,5/9/12 1:41,SEARCH GOOGLE NON-BRAND,G: Competitors > Slimfast > slimfast,g000455,N,ORIGINATOR,0
2879,11670759,5/9/12 2:26,313.5,Y,3,5/9/12 2:12,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2880,11670759,5/9/12 2:26,313.5,Y,2,5/9/12 2:12,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
2881,11670759,5/9/12 2:26,313.5,Y,1,5/9/12 1:51,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
2882,11670759,5/9/12 2:26,313.5,Y,0,5/9/12 1:38,CPM,24/7 Real Media [old],247,N,ORIGINATOR,0
2888,11670841,5/9/12 2:54,92.64,Y,6,5/9/12 2:43,CPM,Armonix,nar7467,N,CONVERTER,0
2889,11670841,5/9/12 2:54,92.64,Y,5,5/9/12 2:41,CPM,Adroll - adr,adr,N,ASSIST,0
2890,11670841,5/9/12 2:54,92.64,Y,4,5/9/12 2:30,CPM,Armonix,nar7467,N,ROSTER,0
2891,11670841,5/9/12 2:54,92.64,Y,3,5/9/12 2:30,CPM,Armonix,nar7467,N,ROSTER,0
2892,11670841,5/9/12 2:54,92.64,Y,2,5/9/12 2:28,CJ,Commission Junction,cj22,N,ROSTER,0
2893,11670841,5/9/12 2:54,92.64,Y,1,5/9/12 2:24,CJ,Commission Junction,cj22,N,ROSTER,0
2894,11670841,5/9/12 2:54,92.64,Y,0,5/9/12 2:16,CPM,Adroll - adr,adr,N,ORIGINATOR,0
2895,11670871,5/9/12 3:16,303.99,Y,4,5/9/12 3:09,CPM,Mediawhiz,n62974792,N,CONVERTER,0
2896,11670871,5/9/12 3:16,303.99,Y,3,5/9/12 3:09,CPM,Armonix,nar7467,N,ASSIST,0
2897,11670871,5/9/12 3:16,303.99,Y,2,5/9/12 3:04,CPM,Armonix,nar7467,N,ROSTER,0
2898,11670871,5/9/12 3:16,303.99,Y,1,5/9/12 3:04,CPM,Armonix,nar7467,N,ROSTER,0
2899,11670871,5/9/12 3:16,303.99,Y,0,5/9/12 2:58,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
2904,11671055,5/9/12 6:53,341.5,Y,3,5/9/12 6:33,CJ,Commission Junction,cj22,N,CONVERTER,0
2905,11671055,5/9/12 6:53,341.5,Y,2,5/9/12 6:33,CJ,Commission Junction,cj22,N,ASSIST,0
2906,11671055,5/9/12 6:53,341.5,Y,1,5/9/12 6:30,CJ,Commission Junction,cj22,N,ROSTER,0
2907,11671055,5/9/12 6:53,341.5,Y,0,5/9/12 6:18,SEARCH GOOGLE NON-BRAND,weight loss shakes,g2011031800359,N,ORIGINATOR,0
2908,11671362,5/9/12 7:23,171.81,N,9,5/9/12 7:09,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,0
2909,11671362,5/9/12 7:23,171.81,N,8,5/9/12 7:08,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ASSIST,0
2910,11671362,5/9/12 7:23,171.81,N,7,5/9/12 7:05,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,0
2911,11671362,5/9/12 7:23,171.81,N,6,5/4/12 5:24,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,5
2912,11671362,5/9/12 7:23,171.81,N,5,5/2/12 4:24,CPM,Mediawhiz,n62974792,N,ROSTER,7
2913,11671362,5/9/12 7:23,171.81,N,4,5/2/12 4:23,CPM,Mediawhiz,n62974792,N,ROSTER,7
2914,11671362,5/9/12 7:23,171.81,N,3,4/30/12 5:08,CPM,Armonix,nar7467,N,ROSTER,9
2915,11671362,5/9/12 7:23,171.81,N,2,4/27/12 16:30,CPM,Mediawhiz,n62974792,N,ROSTER,12
2916,11671362,5/9/12 7:23,171.81,N,1,4/27/12 16:30,CPM,Mediawhiz,n62974792,N,ROSTER,12
2917,11671362,5/9/12 7:23,171.81,N,0,4/26/12 5:16,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,13
2918,11673372,5/9/12 9:56,182.86,Y,5,5/9/12 9:44,CPM,Mediawhiz,n62974792,N,CONVERTER,0
2919,11673372,5/9/12 9:56,182.86,Y,4,5/9/12 9:44,CPM,Adroll - adr,adr,N,ASSIST,0
2920,11673372,5/9/12 9:56,182.86,Y,3,5/9/12 9:41,CPM,Mediawhiz,n62974792,N,ROSTER,0
2921,11673372,5/9/12 9:56,182.86,Y,2,5/9/12 9:41,CPM,Mediawhiz,n62974792,N,ROSTER,0
2922,11673372,5/9/12 9:56,182.86,Y,1,5/9/12 9:40,CPM,Mediawhiz,n62974792,N,ROSTER,0
2923,11673372,5/9/12 9:56,182.86,Y,0,5/9/12 9:31,CPM,Adroll - adr,adr,N,ORIGINATOR,0
2924,11673515,5/9/12 13:06,288.07,N,3,5/9/12 12:54,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2925,11673515,5/9/12 13:06,288.07,N,2,5/9/12 12:54,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
2926,11673515,5/9/12 13:06,288.07,N,1,5/9/12 12:54,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
2927,11673515,5/9/12 13:06,288.07,N,0,5/9/12 12:38,CJ,Commission Junction,cj22,N,ORIGINATOR,0
2928,11673572,5/9/12 13:36,341.5,Y,2,5/9/12 13:18,TV,MedifastToday.com - TV Spots 60,medtoday2012,NULL,CONVERTER,0
2929,11673572,5/9/12 13:36,341.5,Y,1,5/9/12 13:18,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > medifast.com,g001200,Y,ASSIST,0
2930,11673572,5/9/12 13:36,341.5,Y,0,5/9/12 12:15,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
2931,11673575,5/9/12 13:31,92.31,N,2,5/7/12 19:58,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,2
2932,11673575,5/9/12 13:31,92.31,N,1,5/7/12 13:58,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ASSIST,2
2933,11673575,5/9/12 13:31,92.31,N,0,12/16/11 16:26,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,143
2934,11673611,5/9/12 13:44,142.33,Y,1,5/9/12 13:34,CPM,24/7 Real Media [old],247,N,CONVERTER,0
2935,11673611,5/9/12 13:44,142.33,Y,0,5/9/12 13:25,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,0
2938,11673692,5/9/12 14:15,109.01,N,5,5/9/12 9:37,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,0
2939,11673692,5/9/12 14:15,109.01,N,4,5/8/12 13:08,CPM,Armonix,nar7467,N,ASSIST,1
2940,11673692,5/9/12 14:15,109.01,N,3,5/8/12 10:36,CPM,Armonix,nar7467,N,ROSTER,1
2941,11673692,5/9/12 14:15,109.01,N,2,5/8/12 10:34,CPM,Armonix,nar7467,N,ROSTER,1
2942,11673692,5/9/12 14:15,109.01,N,1,5/8/12 10:32,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,1
2943,11673692,5/9/12 14:15,109.01,N,0,5/6/12 22:07,CPM,Adroll - adr,adr,N,ORIGINATOR,3
2944,11673703,5/9/12 14:20,176.98,Y,3,5/9/12 14:05,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2945,11673703,5/9/12 14:20,176.98,Y,2,5/9/12 14:05,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
2946,11673703,5/9/12 14:20,176.98,Y,1,5/9/12 14:05,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
2947,11673703,5/9/12 14:20,176.98,Y,0,5/9/12 13:58,CJ,Commission Junction,cj22,N,ORIGINATOR,0
2948,11673810,5/9/12 15:08,180.05,N,3,5/9/12 14:24,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2949,11673810,5/9/12 15:08,180.05,N,2,5/9/12 14:24,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
2950,11673810,5/9/12 15:08,180.05,N,1,5/9/12 14:24,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
2951,11673810,5/9/12 15:08,180.05,N,0,5/9/12 14:20,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
2952,11673851,5/9/12 15:24,178.53,Y,6,5/9/12 14:53,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2953,11673851,5/9/12 15:24,178.53,Y,5,5/9/12 14:50,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
2954,11673851,5/9/12 15:24,178.53,Y,4,5/9/12 14:42,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > medifast.com,g001200,Y,ROSTER,0
2955,11673851,5/9/12 15:24,178.53,Y,3,5/9/12 14:30,CPM,Accordant,n6899541,N,ROSTER,0
2956,11673851,5/9/12 15:24,178.53,Y,2,4/27/12 1:12,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,12
2957,11673851,5/9/12 15:24,178.53,Y,1,4/27/12 0:54,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,12
2958,11673851,5/9/12 15:24,178.53,Y,0,4/27/12 0:49,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > medifast.com,g001200,Y,ORIGINATOR,12
2967,11673960,5/9/12 16:04,123.11,N,8,4/2/12 14:00,CPM,Mediawhiz,n62974792,N,CONVERTER,37
2968,11673960,5/9/12 16:04,123.11,N,7,3/23/12 16:54,CPM,Mediawhiz,n62974792,N,ASSIST,46
2969,11673960,5/9/12 16:04,123.11,N,6,3/14/12 18:17,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,55
2970,11673960,5/9/12 16:04,123.11,N,5,3/14/12 17:31,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,55
2971,11673960,5/9/12 16:04,123.11,N,4,3/14/12 17:17,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ROSTER,55
2972,11673960,5/9/12 16:04,123.11,N,3,2/10/12 12:38,CPM,Armonix,nar7467,N,ROSTER,89
2973,11673960,5/9/12 16:04,123.11,N,2,2/10/12 12:36,CPM,Armonix,nar7467,N,ROSTER,89
2974,11673960,5/9/12 16:04,123.11,N,1,2/8/12 18:19,CPM,Armonix,nar7467,N,ROSTER,91
2975,11673960,5/9/12 16:04,123.11,N,0,1/12/12 16:37,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,117
2978,11674027,5/9/12 16:36,158.83,N,2,5/9/12 16:33,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
2979,11674027,5/9/12 16:36,158.83,N,1,5/9/12 16:32,CJ,Commission Junction,cj22,N,ASSIST,0
2980,11674027,5/9/12 16:36,158.83,N,0,5/9/12 16:30,CJ,Commission Junction,cj22,N,ORIGINATOR,0
2988,11674075,5/9/12 16:50,342.4,Y,1,5/9/12 16:01,CPM,Mediawhiz,n62974792,N,CONVERTER,0
2989,11674075,5/9/12 16:50,342.4,Y,0,5/9/12 13:03,CPM,Armonix,nar7467,N,ORIGINATOR,0
2990,11674121,5/9/12 17:02,179.99,N,9,5/8/12 17:12,CPM,Mediawhiz,n62974792,N,CONVERTER,1
2991,11674121,5/9/12 17:02,179.99,N,8,4/4/12 21:16,CPM,Acerno,acerno,N,ASSIST,35
2992,11674121,5/9/12 17:02,179.99,N,7,4/4/12 21:16,CPM,Acerno,acerno,N,ROSTER,35
2993,11674121,5/9/12 17:02,179.99,N,6,4/2/12 3:01,CPM,Mediawhiz,n62974792,N,ROSTER,37
2994,11674121,5/9/12 17:02,179.99,N,5,4/2/12 2:58,CPM,Mediawhiz,n62974792,N,ROSTER,37
2995,11674121,5/9/12 17:02,179.99,N,4,3/25/12 15:59,CPM,Armonix,nar7467,N,ROSTER,44
2996,11674121,5/9/12 17:02,179.99,N,3,3/17/12 15:52,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,52
2997,11674121,5/9/12 17:02,179.99,N,2,3/16/12 22:40,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ROSTER,53
2998,11674121,5/9/12 17:02,179.99,N,1,12/12/11 19:20,OTHER,MedifastHealth.com - Portal,medifasthealth,Y,ROSTER,147
2999,11674121,5/9/12 17:02,179.99,N,0,12/6/11 16:27,OTHER,MedifastHealth.com - Portal,medifasthealth,Y,ORIGINATOR,153
3000,11674129,5/9/12 17:16,157.5,N,7,5/9/12 17:11,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
3001,11674129,5/9/12 17:16,157.5,N,6,5/9/12 17:10,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
3002,11674129,5/9/12 17:16,157.5,N,5,5/9/12 17:08,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
3003,11674129,5/9/12 17:16,157.5,N,4,5/9/12 16:44,CPM,Mediawhiz,n62974792,N,ROSTER,0
3004,11674129,5/9/12 17:16,157.5,N,3,5/9/12 16:44,CPM,Mediawhiz,n62974792,N,ROSTER,0
3005,11674129,5/9/12 17:16,157.5,N,2,5/9/12 16:44,CPM,Mediawhiz,n62974792,N,ROSTER,0
3006,11674129,5/9/12 17:16,157.5,N,1,5/9/12 16:38,CPM,Armonix,nar7467,N,ROSTER,0
3007,11674129,5/9/12 17:16,157.5,N,0,5/9/12 16:38,CPM,Armonix,nar7467,N,ORIGINATOR,0
3008,11674172,5/9/12 17:36,362.57,N,3,4/10/12 18:42,CPM,Magnetic,h987mag,N,CONVERTER,29
3009,11674172,5/9/12 17:36,362.57,N,2,12/20/11 21:59,CPM,Acerno,acerno,N,ASSIST,139
3010,11674172,5/9/12 17:36,362.57,N,1,11/5/11 0:38,CPM,Armonix,nar7467,N,ROSTER,184
3011,11674172,5/9/12 17:36,362.57,N,0,10/29/11 17:08,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,190
3012,11674188,5/9/12 17:35,143.54,Y,1,5/9/12 15:51,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
3013,11674188,5/9/12 17:35,143.54,Y,0,5/9/12 15:47,SEARCH GOOGLE BRAND,G: Medifast Products > Medifast Shakes > medifast shakes,g001345,Y,ORIGINATOR,0
3016,11674229,5/9/12 17:47,315,Y,8,5/9/12 16:29,CPM,Adroll - adr,adr,N,CONVERTER,0
